id;value
122;Formation BIANCO pour la lutte contre la corruption
123;Formation obtention du certifcat en informatique
124;baccalauréat série A2
125;Diplôme de MAGISTERE PREMIERE PARTIE EN ETUDE ECONOMICOGESTIONNAIRE (BACC+4) EN GESTION au CNTEMAD (Spécialité: Études financières et comptables)
126;Bacc D
127;Licence en agriculture
128;Master 2 en agriculture
129;Certicat de fin de formation en bureautique informatiques
130;Certificat de fin de formation en comptabilite general et informatise
131;Licence en Reseau et Maintenance des Systemes Informatiques
132;Bacc en A2
133;Baccalaureat serieD
134;2eme annee en gestion
135;Bureautiques sous windows
136;Licence en Informatique développement d'application
137;Niveau d'étude BAC+2 en gestion
138;BACC G2
139;BEP G2
140;communication anglaise
141;Licence en gestion [Compta & Finance]
142;LICENCE PROFESSIONNEL EN FINANCE ET COMPTABILITE
143;Licence professionnel en Télécommunication
144;BACC C
145;Certification Anglais
146;Certification Packs office microsoft
147;Ingénieur en informatique de gestion
148;BACC A2,DTS(Diplôme de Technicien supérieur) en DROIT, Licencece en cours de rédaction de mémoire 
149;bacc A2 
150;L1  en interpretariat/ diplomatie/ sciences politiques 
151;L2 en interpretariat/ diplomatie/ sciences politiques + stage de 02 mois avec certificat de stage au près de la Ministère des Travaux Publics
152;L3 en DROIT 
153;Ingénieur en Informatique de gestion et genie logiciel
154;Diplome de technicien supérieur
155;Ingénieur en Informatique de Gestion, Génie Logiciel et Intelligence Artificielle
156;Licence en Informatique de Gestion, Génie Logiciel et Intelligence Artificielle
157;
158;Formation professionnelle en Informatique -Cycle Bureautique
159;Licence en Gestion Finances
160;2eme année Management Economique et Sociale
161;Master 2 en Economie et Développement
162;BACC A2,DTS(Diplôme de Technicien supérieur) en DROIT, Licence en cours de rédaction de mémoire 
163;Diplôme d’Etudes Supérieures Professionnelles Approfondis (Bacc+4) 
164;DTS en Tourisme Management
165;3ème année de LICENCE en Technique de communication des entreprise
166;1er année commerce et marketing
167;2em année en gestion et management
168;PAO / maintenance informatique
169;Master 2 en informatique
170;DTS, Développeur d'application
171;Licence, Base de données et Genie Logiciel
172;Maîtrise en Droit public
173;L3 en DROIT (en cours)
174;Formation  Packs office microsoft
175;Formation en anglais de communication 
176;DES en commerce International (Bac+2)
177;PAO 
178;DTS  en audio-visuel
179;Licence en Informatique sans soutenance
180;Bacc Pro en Comptabilité de Gestion (Mention assez bien)
181;Formation en informatique et internet 
182;1ère année en Sociologie 
183;Baccalauréat en série A2 
184;BACC Scientifique
185;Master 1 en droit privé
186;Préparation du diplome de Master I en Base de données et Génie Logiciel 
187;Lisence en informatique
188;Master 2  en informatique option télécommunication
189;Maitrise en gestion(option finance et comptabilité)
190;Diplôme de technicien supérieur spécialisé en génie civil (licence 3 en bâtiment et travaux publics)
191;chef de chantier en BTP 
192;BAC G2
193;DTS en Finances et Comptabilité
194;Informaticien de gestion ES
195;MCTS SQL Server BI 2008
196;Formation Oracle 10g / 3 thirds
197;Formation et certificat « Forms 4.5 / Level 2 »
198;Certificate of Achievement (intermediate level)
199;English Course Certificate
200;Diplôme en Maintenance Approfondies
201;Diplôme en Informatique de Gestion
202;MAITRISE EN DROIT
203;LICANCE EN DROIT
204;DEUG
205;Licence en gestion de l'environnement aux service de développement
206;2 éme année en Informatique
207;DTS Informatique de gestion
208;Licence en droit privé et des affaires
209;sage femme
210;Cablage, paramétraghe et gestion d'un parc informatique: gestion des utilisateurs, partages des dossiers, attribution de droits d'accès aux données, partage des imprimantes
211;Baccalauréat Professionnelle en Electrotechnique
212;Brevet d'Etude Professionnelle en Electrotechnique
213;certicat de fin de formation en attaché commerciale
214;DTS en gestion magement
215;Technicien Supérieur 
216;Licence en Administration et Gestion d Entreprise
217;formation en informatique (bureautique, word, excel, powerpoint, bureautique plus, internet, scan
218;stage dans le service de Vulgarisation et Marketing
219;bacc electronique
220;Master 2 (en cours de stage)
221;BTS bacc+2
222;DTS(Diplôme de Technicien supérieur) en DROIT
223;Coiffeuse Estheticienne Profesionnelle
224;Licence en Informatique (Génie  logiciel et système d'information)
225;maitrise en gestion
226;BACC+3 en Gestion
227;Baccalauréat technique
228;Master 2 en droit privé
229;licence professionnelle en Droit privé, option Affaires
230;Master 1 en Droit privé, option Affaires
231;Master 2 en Droit privé, option Affaires
232;BAC+4
233;Licence en géstion
234;Bacc + 3 en inforamtique
235;Licence en Droit
236;Master I en sciences commerciales
237;Licence en sciences commerciales
238;DTS en Administration d'entreprise 
239;Diplôme de brevet d'études professionnelles en éléctronique
240;Formation en attachée commerciale
241;1ère année en droit 
242;Diplôme professionnel en Administration des entreprises et commerce
243;DES en langues étrangères appliquées
244;Licence Professionnelle en Développement d'Application
245;DES en administration économique et sociale
246;Licence en communication
247;Certification d'étude d'anglais
248;Baccalauréat série A1
249;2ème année en développement web et application
250;tronc commun en ingénierie de l'environnement
251;Licence en informatique parcours réseaux et maintenance des systèmes informatiques
252;Attestation en informatique bureautique
253;Attestation en langue française
254;certificat de fin de formation en comptabilité générale et informatisée 
255;formation à distance en gestion 1ère année  
256;certificat en langue anglaise
257;Licence en commerce
258;certificat sur la langue anglaise
259;Licence en droit public
260;BTS bacc+2 en génie industrielle
261;MASTER I , LICENCE , DTS
262;Baccalauréat G2
263;Brevet d'Etude Professionnelle
264;MECANIQUE AUTOMOBILE
265;Breve detude du premier cycle de lenseignement secondaire
266;Baccalauréat scientifique
267;études en Biotechnologie
268;Brevet d'études professionnels 
269;Baccalauréat technique en bâtiment et travaux publics 
270;technique commercial
271;BTS en informatique
272;Licence en Bâtiment et Travaux publics
273;Master (Ingéniorat) en Bâtiment et Travaux publics
274;Certificat en informatique bureautique
275;Formation professionel en tourisme et hotellerie 
276;licence en gestion option finance et comptabilite, etudiante en troisième sociologie
277;Licence en Anglais 
278;Baccalauréat technique (comptabilité/Gestion)
279;Maitrise es sciences économiques
280;Licence ès sciences économiques (option: Administration d'entreprise)
281;2ème année en informatique 
282;Licence en informatique (en cours)
283;1ère année en informatique
284;bacc+2 en gestion et comptabilité
285;bacc+3 en gestion et marketing
286;maîtrise en gestion et administration d'entreprise
287;Certificat de fin d'études en anglais
288;Certificat de stage de formation en Linux
289;études en économie
290;Technicien Supérieur en Equipement Rurale Option Hydraulique 
291;BAC Technique Option Dessinateur Métreur 
292;Niveau BACC
293;3ème année en informatique (en cours)
294;baccalauréat technique option comptabilité et gestion
295;1ère année en économie et commerce
296;Master 1 en économie et commerce
297;licence professionnelle en économie et commerce
298;2ème année en économie et commerce
299;Licence en Gestion et management
300;Diplôme de licence en informatique de gestion, génie logiciel et intelligence artificielle
301;Diplôme de technicien supérieur en informatique de gestion, génie logiciel
302;Diplôme universitaire d'études scientifiques option mathématiques
303;Master 1 en sciences économiques, option: macroéconomie, modélisation et statistique
304;Licence en sciences économiques, option économie générale
305;Master 2  en finance
306;Licence en administration d'entreprise
307;Certificat en MECANIQUE AUTOMOBILE
308;Brevet d'études du premier cycle de l'enseignement secondaire
309;Master 1 en informatique 
310;DTS en informatique
311;Licence et DTS
312;DTS, Liccence
313;Diplôme de technicien supérieur en informatique de gestion option développeur d'application
314; 1ère année en informatique de gestion
315;Master 1 en Droit public
316;Diplôme de technicien supérieur en Droit
317;Niveau Bacc +2
318;BTS en tourisme et restauration
319;2ème année en Français
320;3ème année en Gestion et Management
321;BEP
322;Formation en Infographiste
323;DUELL II
324;Master 1 en gestion de l'environnement
325;Diplôme de technicien supérieur en Commerce et Marketing au sein de l’IUM (Institut Universitaire de Madagascar)
326;Managment d'entreprise
327;maîtrise chimie
328;Certificat de fin d'etude en Communication & marketing
329;BACC A2
330;licence en gestion option finance et comptabilite, etudiante en troisième année sociologie
331;2 ème année en Finance et Comptabilité
332;CORRESPONDANTE D ENTREPRISE
333;FIN DE FORMATION DE GESTION  D ENTREPRISE
334;Licence en Gestion des PME option Gestion de projet
335;DTS en comptabilité et Finance
336;Bac G2 et BEP G2
337;2ème année en Informatique, Génie Logiciel et base de données (en cours)
338;Niveau Bacc+2 en informatique de gestion
339;Certificat en opérateur de saisie et dactylographie
340;Bacc série A
341;3ème année en Sociologie (en cours)
342;Licence en  Management d'entreprise et banque, parcours Finance et Comptabilité
343;Formation professionnelle en tourisme et hôtellerie 
344;Niveau Bacc+2 en Droit
345;Niveau BACC série D
346;Certificat en Informatique bureautique et internet
347;Niveau Bacc +2 en Commerce et Marketing
348;Etude de la langue Anglaise
349;3ème année (en cours) en Gestion option Comptabilité et Finance
350;Licence en Sciences économiques option Economie et Finance
351;Formation en langue Française 
352;Formation en communication institutionnelle
353;baccalauréat scientifique série C
354;Licence Professionnelle en Electromécanique
355;Brevet de Technicien Supérieur
356;Baccalauréat en Electrotechnique Industrielle et Brevet d'études professionnelles industrielles
357;Attestation en langue française et anglaise
358;Niveau Bacc+2  en audio-visuel
359;Baccalauréat électronique
360;BEP en télécommunication et audio visuel
361;Ingénieur en Informatique specialisé en Génie Logiciel et Bases de Données
362;Licence en BTP
363;Certificat de fin de formation en Communication & marketing 
364;Certificat de fin de formation en informatique bureautique
365;Attestation en bureautique
366;Cours de Français parlé
367;Certificat de cours de cuisine et de pâtisserie
368;Diplôme de technicien supérieur en Commerce et Marketing
369;Licence en Communication option Journalisme
370;DTS en multimédia et communication
371;DUELL II (Bacc+2) en études françaises
372;DUEL I
373;DUEL II (Bacc+2) en études françaises
374;DUEL I en études françaises
375;Master II (en cours) en Finance et Comptabilité 
376;Master I en Finance et comptabilité
377;Licence en Finance et Comptabilité
378;DTS en Finance et comptabilité
379;Baccalauréat technique en comptabilité et gestion
380;BEP en comptabilité et gestion
381;Level 3 en langue Anglaise
382;Formation sur la Gestion de projet
383;Licence professionnelle en Informatique de gestion
384;Formation en hôtellerie
385;Formation en stratégie commerciale
386;Certificat en informatique bureautique et programmation
387;Certificat de fin de formation en stratégie commerciale
388;Formation en langue anglaise, niveau avancé
389;Ingénieur Informatique
390;Master II (Ingéniorat) en Bâtiment et Travaux publics
391;Licence en Gestion comptabilité
392;Baccalauréat technique professionnelle et BEP en comptabilité G2 
393;2ème année en DROIT
394;2ème année en Gestion et Comptabilité
395;Formation en informatique bureautique
396;Formation en Business Marketing Relationnel
397;Certificat en étude de gestion informatisée et dactylographie
398;Baccalauréat G2 et BEP
399;BACC+4 en administration des entreprises
400;BACC+3 en gestion administrative et financière
401;BTS en gestion des entreprises PME
402;Attestation en management efficace
403;Attestation en formation spécialisée en gestion des ressources humaines
404;2ème année en Gestion et Management
405;Master 2 en Administration
406;Licence professionnelle en management d'entreprise option Administration
407;Licence professionnelle en Finance et Comptabilité
408;Certificat d'études de la langue anglaise
409;Technicien Supérieur en Sciences de la Terre option Géotechnique
410;Master 2 en informatique de gestion option Administrateur Système
411;Licence professionnelle en Génie Logiciel et base de données
412;Master II (en cours) en Informatique
413;Licence professionnelle en Administrateur et réseaux informatique
414;Master 2 en finance et Comptabilité
415;Ingénieur en informatique
416;Licence en Administration marketing et commerce
417;DEUG Gestion
418;Licence (en cours) en Informatique
419;Certificat de fin de formation en WEB
420;Baccalauréat série A
421;Master II en Informatique specialisé en Génie Logiciel et Bases de Données
422;License Bacc+3 
423;BACC +2 en commerce
424;Master II en informatique
425;Bacc+3 en Gestion et management/ Bacc+2 en informatique
426;Master 2  en Informatique option Architecture Logiciel
427;Licence en Informatique option administration système et réseaux
428;1ère année en Communication
429;Master II en Informatique Générale
430;Licence en Informatique Générale
431;Licence en Informatique option Analyse programmation
432;Master II (en cours) en Droit Privé
433;Master I en Droit Privé
434;Baccalauréat literaire
435;Coaching
436;Technique de plaidoyer
437;Leadership et management
438;Gestion administrative et financiere
439;Licence en sciences économiques
440;Licence en Gestion et management d'entreprise
441;DTS en Informatique de gestion
442;Master I (en cours) en BTP
443;Licence en BTP parcours Travaux Publics
444;Master I en Informatique générale
445;Licence professionnelle en Informatique Générale
446;Diplôme d'étude supérieur en commerce internationnal  
447;2ème année (en cours) en Sociologie
448;"Certificat de fin de formation en ""Coaching"""
449;Attestation de fin de formation en Leadership et management
450;Certificat de fin de formation en Webdesign
451;Licence professionnelle en Science de gestion option Finance et Comptabilité
452;Licence en sciences économiques option Finance et Comptabilité
453;1ère année en gestion et comptabilité
454;Niveau Terminale
455;Master 2 en MBDS (Mobiquité, Base de Données et intégration de Systèmes)
456;Licence en Développement d'applications informatiques
457;Diplôme de technicien supérieur en gestion
458;MASTER I en Commerce international
459;Licence es lettre langue étrangère
460;D.T.S.S à l’IST-D en Ingénierie des Réseaux Mobiles
461;D.T.S mention Bien à l’IST-D en Génie de Télécommunication et de Réseau
462;Diplôme de Technicien Supérieur en informatique option Réseau Local d'Entreprise
463;Préparation du diplôme d'ingéniorat en Informatique
464;Master 1 en Droit Public Interne et International
465;4ème année en Histoire Socio-économique
466;DUEL en Histoire
467;FIN DE FORMATION en GESTION  D ENTREPRISE
468;Niveau Terminal série D
469;Licence II  en Information et Communication d’entreprise 
470;Licence I en Information et Communication d’entreprise 
471;Licence I  en communication pour le développement locale 
472;DIPLOME DE HAUTE ETUDES EN FINANCE ET COMPTABILITE
473;BAC +4
474;Ingénieur en Electronique et Informatique
475;Bacc +3 en Electronique et Informatique
476;Bacc +2 en Electronique et Informatique
477;Master 2 en Ingénierie des Communications Electroniques (ICE)
478;D.T.S.S en Ingénierie des Réseaux Mobiles (IRM)
479;Certification en maintenance informatique (Hardware)
480;DTS en Génie de Télécommunication et de Réseau (GTR)
481;Developpeur web junior
482;Licence en commerce et marketing
483;bacc +4 en gestion 
484;bacc+2 en gestion et en informatiques
485;Diplôme de Licence en Sciences de Gestion
486;Diplome de Technicien Supérieur en Electromécaniques
487;Licence en Bachelors Degree in Marketing et commerce, comptabilité et finance, management and business studies
488;Ingénieur en Génie Industriel (Specialiste Turbine Hélice)
489;Bacc+3 en Informatique de Géstion
490;Licence en Informatique - web
491;Master 2 MBDS - Mobiquité, Base de données et Système d'information
492;DTS en Sociologie
493;Formation de 4 mois en Informatique
494;Master 1 en Marketing et Communication 
495;Licence en Marketing
496;Formation de 7 mois en Anglais
497;Licence II (en cours) en Information et Communication d’entreprise 
498;Maîtrise en Gestion option Finance et Comptabilité
499;BACC technologique tertiaire
500;Certificat de fin de formation en Gestion des Ressources Humaines
501;Certificat de fin de formation en Transit et Douanes
502;Certicat de fin de formation en Gestion des Ressources Humaines
503;Bacc série A avec mention: Assez-bien
504;Bacc série A2 avec mention: Assez-bien
505;Diplôme de Licence en Exploitation Logistique et Transport
506;Baccalauréat technique en Agent Commerciale Techniques Commerciales
507;DTS en Génie electrique
508;DTS  en informatique de gestion
509;fin de formation de gestion
510;Licence en Informatique genie logiciel et base de données
511;Certificat de fin de formation en Informatique
512;Baccalauréat technique en Electronique
513;Formation en passation de marchés
514;Formation en secrétariat et éthique professionnel
515;Master 2 en Management des Organisations et des Stratégie
516;Licence en Ressources Humaines
517;bacc+2 en Gestion 
518;Baccalauréat littéraire
519;BTS en Génie Electrique
520;Baccalauréat en Electrotechnique
521;D.E.S.S (bac+5, 3ème cycle) Banque et Finance
522;Maitrise en sciences économiques option Management
523;Licence en sciences économiques option Management
524;Math Sup
525;Licence en Sciences de Gestion
526;DTS en Gestion-Comptabilité
527;Baccalauréat Tertiaire
528;Diplôme d'Analyste programmeur
529;Baccalauréat Economie et Soscial
530;Licence 2 Economie et Gestion
531;Entrée à l'école de formateurs
532;BTS Bacc + 2 Commerce International
533;DSSA
534;Diplôme d'Etude Commerciale Supérieure et Management
535;DTSS  en informatiquel
536;DTS en Commerce International
537;Niveau 1ère année en Gestion de Commerce
538;BTS EN COMMERCE INTERNATIONAL
539;Coordonateur de Permis de travail
540;FORMATEUR ANTI CORRUPTION ET FRAUDE  
541;QAQC
542;CERTIFICAT SOS
543;HSE
544;Diplôme de Hautes Etudes en Management
545;Diplôme d'Etudes Supérieures en Comptabilité et Administration des Entreprises
546;Diplôme d'Agent de Maîtrise en Secrétariat, Comptabilité et Administration
547;BAE - BT - BACC Technique
548;Entrepreneuriat 
549;leadership
550;Certificat de fin de formation en Pâtisserie
551;DELF B1
552;Formation en Techniques de vente niveau 2
553;Licence professionnelle en Marketing et Commerce International
554;BTS Assistant de direction en matière de Gestion de Commerce
555;INGÉNIEUR EN ELECTROMECANIQUE
556;DTS EN GENIE MECANIQUE
557;Bacc+3 Administration système et réseau 
558;DTS marketing et commerce
559;Ingénieur en Informatique formation HYBRIDE
560;BACC+3 en science de l'informatique
561;BEP Commerce G3
562;Bacc Série Technique G3
563;BTS Bacc+2 Commerce International et Marketing
564;Brevet d'études professionnels en géston comptable
565;Master 2 en Commerce International
566;Licence en Commerce International
567;Formation en Finance d'Entreprise
568;certifcat d'aptitude pédagogique de l'école normale supérieure, langues et lettres malgaches
569;Bacc +2 en Droit
570;Baccalauréat technique Industriel
571;Ingénieur en Informatique de gestion et genie logiciel et Intelligence Artificielle
572;DSSA (Diplôme Supérieur en Sciences de l'Administration)
573;Diplôme Supérieur en Sciences de l'Administration
574;DTS en Secrétaire de Direction
575;Baccalauréat série Technique commerciale
576;Formation en Entrepreneuriat 
577;Formation en Leadership
578;Niveau 2ème année en Droit
579;Certificat (equivalent d'un bacc+2) en Assistant bancaire
580;Baccalauréat Technique Commerciale
581;BACC série A1
582;Licence professionnelle en Informatique
583;certificat en transit et douane
584;
585;elementary certificate
586;DTS en commerce et marketing
587;licence en gestion option finance et comptabilite
588;master en economie et commerce
589;Master Comptabilité Contrôle Audit
590;BACC+3 EN GESTION OPTION INFORMATIQUE
591;Diplôme d’étude supérieure en comptabilité approfondie (DESCA)DI
592;Diplôme Supérieur spécialisé en Sciences Comptables (DSSC)
593;Licence en Sociologie
594;deug es economie
595;Master 2 en Droit et technique des affaires
596;Master 2 en Gestion et Adminsitration d'Entreprise
597;BTS en gestion et finance
598;Maitrise parafaitement la langue Anglaise, et Maintenance  et réseaux en informatique LAN, Windows, Ms Office, Mac
599;Formation en hotellerie et restauration (1ère année)
600;bacc +1 en Informatique de gestion
601;DTSS en informatique de gestion
602;DTS en Langue de communication Anglaise
603;DEA en chimie physique 
604;Ingénieur en BTP
605;Maîtrise en Gestion, Option Commerce
606;deuxieme année en Licence professionnel
607;première année en Lincence pro
608;3 ème année en Science de l' Environnement et du Développement Durable
609;technicien commercial
610;Formation en Transite et douanes 
611;bacc + 3 en Management des Entreprise
612;Attestation d'étude en Transit 
613;DTSS  en informatique
614;LICENCE EN GESTION OPTION MANAGEMENTMARKETING D'ENTREPRISE
615;Diplôme de licence en Commerce et Administration des affaires
616;BACC +2 en Finance et Comptabilité
617;Bacc technique 
618;Diplôme de maitrise en gestion et administration d'entreprise et maitrise en droit et technique des affaires
619;Diplôme de Technicien Supérieur en Informatique de Gestion et Génie Logiciel
620;DESCA 
621;CEFEB 
622;Diplome d'études supérieures de l'université
623;Master en finance & comptabilité
624;BAE/BT/BACC technique
625;Niveau 1 ère année en physique chimie
626;Niveau 1 ère année en informatique de gestion
627;Formation en formateur (Paludisme)
628;Advanced Level on E+H Instruments
629;Level 02 on E+H Instruments
630;Level 01 on Salesforces and E+H Instruments
631;Initiation on E+H Instruments
632;Ingénieur en Génie Industriel
633;Tronc commun 
634;3 ème année en droit
635;Bacc G2 , Bacc+3 en droit privé
636;Formation sur la PPO
637;Ingéniorat du BTP
638;CERTIFICAT HIMO ROUTE
639;Master 2 en informatique option télécommunication
640;Bacc +2 Economie
641;Certificat d eformation en Management de BTP
642;Certificat de formation en Management de BTP
643;Brevet d'étude profressionnelle mention électronique
644;Formation Management et Leadership
645;2 aNS EN MARKETING
646;Master 2 en Informatique (en cours)
647;Baccalauréat technique et technologique
648;Diplome de technicien supérieur en informatique
649;Licencier en langues étrangers,spécialisée en espagnol
650;Licence en physique des signaux systèmes
651;Licence en informatique industrielle, électomécanique
652;Formation informatique bureautique
653;DTS en BTP
654;BT  Chantier BTP
655;BEP Chantier BTP
656; électomécanique
657;DEA en Gestion des ressources humaine
658;stage en marketing
659;LICENCE EN PARAMEDICALE
660;BACC+ 3
661;bts bacc+2 en genie civil
662;masters 2
663;DTS en management des affaires 
664;Licence en gestion et marketing
665;D T S en informatique
666;Licence en Informatique des systèmes et réseaux
667;Master 2 en Système d'information geomatique et décision
668;DSSAE
669;Formation en informatique de gestion
670;2 ans d'études en Commerce Marketing
671;Diplôme de Technicien Supérieur Spécialisé (DTSS)
672;BACC + 2 en Droit
673;Formation en transcription médical  (03 mois)
674;"Formation en animatrice de vente à Behoririka ; formation en animatrice de vente à Tanjombato."
675;Licence en Informatique de Gestion
676;Assistante de direction 
677;BACC en électronique
678;Certificat de formation en langue Anglaise
679;bacc+2 en marketing set commerce
680;DELF B1 et B2
681;diplôme d'étude en langue allemande
682;Licence professionnelle en mar
683;Master professionnel en BTP
684;technicien professionnel en BTP
685;baccalauréat en BTP
686;Formation en informatique et pao infographiste
687;licence en gestion option commerce 
688;Diplôme de technicien supérieur en Management et administration d'entreprise 
689;Diplôme de technicien supérieur en Management en mathématiques appliqués
690;formation d'étude supérieur en marketing et commerce
691;Licence en Langue et Lettre Allemande
692;Niveau B1 en langue Allemande 
693;Certificat de réussite Année Préparatoire aux études supérieures
694;L1
695;Multimédia et communication
696;Attestation de Programmeur Informaticien
697;Attestation de suivi de cours préparant au Diplôme de Technicien Supérieur en Gemmologie
698;"CNELA First certificate; Advanced certificate; Business and Communication certificate"
699;Attestation de suivi de formation en Commerce International et Concurrence
700;Attestation de stage de formation en Technique de vente
701;BACC + 4
702;formation en logiciel,technologie
703;DTS multimedia
704;Bacc+2 en commerce et marketing
705;INFORMATIQUE BUREAUTIQUE ET MULTIMEDIA
706;BACC Scientifique D
707;Licence en  Management d'entreprise et banque
708;Master1
709;CLASSE TERMINALE
710;Licence en gestion et comptabilité
711;Bacc professionnelle G3 ou commerciaux 
712;Informatique bureautique
713;L1 en Gestion des Ressources Humaines
714;Image formation
715;Master I  en BTP
716;BAE-BT
717;Baccalauréat en G2
718;Diplome de technicien Supérieur en Gemmologie
719;Bachelor's degree in economics
720;Attestation Informatique Bureautique et Multimédia
721;Deuxième année de licence - Commerce international
722;Diplome de technicien Supérieur en BTP
723;baccalauréat série A2/Baccalauréat série D
724;DSSC
725;Formation en Assurance
726;Diplôme de licence en Finance et comptabilité (Bacc + 3 )
727;Master 2 en cours en Gestion finance et Contrôle de gestion
728;Attestation en Informatique
729;Licence en Diplomatie et communication
730;Master 2 en droit privé option droit des affaires
731;Master 2 en informatique de gestion (en cours)
732;Licence en science sociale
733;bacc+2 en civilisation et langue appliqué
734;Master 2 EN SCIENCES ET DÉVELOPPEMENT
735;Master 1en science et développement
736;Licence professionnelle agricole option agriculture
737;Attestation en suivi et évaluation d'un projet
738;BTS en gestion et comptabilité
739;BACC+5 Gestion Finances et Comptabilité
740;Baccalauréat Technique Tertiaire
741;formation en gestion des ressources humaines
742;certificat en PAO&MAO
743;formation en gestion
744;bacc technique
745;DTS en droit
746;Certificat de fin d'étude en (Bureautique
747;Niveau terminale série A
748;Bac + 5 en Économie option Administration d'entreprise
749;certificat en langue allemande
750;BACC + 2 en gestion
751;Licence en Diplomatie et communication
752;LICENCE PROFESSIONNELLE CONCEPTION ET GESTION BUDGÉTAIRE
753;Goethe Zertifikat
754;Licence en gestion option audit et contrôle interne
755;LICENCE PROFESSIONNELLE CONCEPTION ET GESTION BUDGÉTAIRE
756;DTS en Maintenance des Systèmes Informatiques
757;OCA - Oracle Certificate Associate java
758;Licence en Mathématiques
759;"Certification in :  JAVA/Eclipse-Html5/css-JAVA ENTERPRISE EDITION(struts2,spring),C;C++, C#;UNIVERS INFORMATIQUES-CENTIC-MADA"
760;Maîtrise en gestion , option Finance et comptabilité
761;Master 2 informatique, Option Administrateur systèmes et réseaux
762;BACC+4 Manager en Contrôleur de Gestion
763;BACC+5 en Contrôleur de Gestion et AUDITEUR
764; B T S en restauration
765;Diplômes d'Etudes Supérieures
766;cepe.bepc.bacc
767;Certificat Professinnel de base en Hotellerie
768;Licence en Mathematique et Informatique
769;Bacc séri D
770;Titre RNCP 2 
771;Diplôme de concepteur en architecture des systèmes informatiques, Master 1( cours à distance)
772;bacc+2 communication
773;Pas arrive a terme
774;Diplôme de licence professionnelle en programmation et développement d'application
